portfolio_id,return
PF00001001,0.027701236992724684
PF00001004,0.03434395284960881
PF00001009,0.02814831435917112
PF00001013,0.02485820649360474
PF00001014,0.02268776440567969
PF00001015,0.027082132542877065
PF00001017,0.030056425314104098
PF00001023,0.028132027815092487
PF00001024,0.024921350584361197
PF00001025,0.054973154608071395
PF00001028,0.02504610298115954
PF00001032,0.02865737508206248
PF00001036,0.02444403962645624
PF00001041,0.024120800738336567
PF00001045,0.022805745927616805
PF00001047,0.023937892783001388
PF00001049,0.02306424458749791
PF00001053,0.055424618442024065
PF00001060,0.025332950538103683
PF00001067,0.025306702842039588
PF00001068,0.026250991670914037
PF00001069,0.026420950721959956
PF00001077,0.02546641760504341
PF00001078,0.025379628907590084
PF00001085,0.021534563107662996
PF00001086,0.05551291918413861
PF00001087,0.025127389162204715
PF00001088,0.024184411510652162
PF00001092,0.029296980724742495
PF00001095,0.023491770264416217
PF00001099,0.025217127737502894
PF00001100,0.02684801404794905
PF00001104,0.02516683753994659
PF00001105,0.02688435748317465
PF00001107,0.02609137714952441
PF00001108,0.05576614105036164
PF00001112,0.02591259864671637
PF00001119,0.02729718829324821
PF00001123,0.028343748725435793
PF00001126,0.02415634922058184
PF00001132,0.026325259205448155
PF00001135,0.0236337894681392
PF00001145,0.028191295841897838
PF00001148,0.027337954969599856
PF00001153,0.02394605560761739
PF00001155,0.056656220253824205
PF00001161,0.02539887075207951
PF00001164,0.02469567097215306
PF00001165,0.025492757853239578
PF00001171,0.057777379878030624
PF00001178,0.0255509050336675
PF00001179,0.029511003329914673
PF00001180,0.057514488921162524
PF00001194,0.025166169740332922
PF00001199,0.02423137685137468
PF00001198,0.035115003741856214
PF00001203,0.02591036892509517
PF00001204,0.02573179829182347
PF00001209,0.05558895196518111
PF00001210,0.02452659497170918
PF00001218,0.025214717531319316
PF00001220,0.02401545680213348
PF00001223,0.024538993361757088
PF00001225,0.02500485593763218
PF00001227,0.02710970092843051
PF00001230,0.05289206239446884
PF00001233,0.024801435302802936
PF00001236,0.027640717475551784
PF00001238,0.02753491399079024
PF00001239,0.056713826645023876
PF00001241,0.05672567579403987
PF00001243,0.023919124325453664
PF00001244,0.030635599104189542
PF00001245,0.0570248271975171
PF00001253,0.024990120356947525
PF00001255,0.025855915292906817
PF00001258,0.02582717610782773
PF00001260,0.024388340874487408
PF00001262,0.0242557550947636
PF00001264,0.024843813299300976
PF00001265,0.024856505417260633
PF00001270,0.056508243920027186
PF00001274,0.02594595752303306
PF00001277,0.0257060219216131
PF00001282,0.023764322632701514
PF00001283,0.03259820044902387
PF00001285,0.026326170345742597
PF00001288,0.02888280522374595
PF00001290,0.02521078905966335
PF00001294,0.024369075412646383
PF00001296,0.02481990696498432
PF00001303,0.025344435790322955
PF00001305,0.025475204297720766
PF00001306,0.025409348406228587
PF00001309,0.026656949606757054
PF00001310,0.025794915783182482
PF00001312,0.025099314871957906
PF00001313,0.057343631801796024
PF00001316,0.022639288094287377
PF00001319,0.025349976485630685
PF00001324,0.025776829528775174
PF00001325,0.024885385048523768
PF00001331,0.026437154229897154
PF00001333,0.053955878528186764
PF00001334,0.025058788107898165
PF00001335,0.025336843507217984
PF00001340,0.02481373383565537
PF00001345,0.026573975955874123
PF00001348,0.058317421423860434
PF00001352,0.025557316235786356
PF00001354,0.02556611945549013
PF00001355,0.05291717280885337
PF00001356,0.04742714375528313
PF00001368,0.026476687645720934
PF00001370,0.028089574076803653
PF00001372,0.02476966868504328
PF00001375,0.027266535327021935
PF00001382,0.02719883792285163
PF00001384,0.025137482042083895
PF00001388,0.02909036312448343
PF00001389,0.024649525905321715
PF00001391,0.02593555877682973
PF00001412,0.05172063692429746
PF00001419,0.05455807294149335
PF00001424,0.028698154132828224
PF00001427,0.02948217647929852
PF00001428,0.028061550358304956
PF00001430,0.028989055387539382
PF00001432,0.047089517564662
PF00001433,0.03025887172723864
PF00001438,0.029561799999522822
PF00001440,0.05179803835154985
PF00001441,0.02864384920540693
PF00001446,0.028374735228831646
PF00001450,0.027442604521643037
PF00001453,0.04555211207728494
PF00001456,0.028373584292794275
PF00001458,0.02949772047139312
PF00001463,0.05516326308818087
PF00001464,0.031253470060080966
PF00001471,0.055214870206205365
PF00001473,0.03307585781552835
PF00001474,0.05729350379062618
PF00001480,0.027095574803838614
PF00001486,0.05342950061891856
PF00001493,0.057099141740330414
PF00001494,0.03953710276748852
PF00001497,0.030904176802206935
PF00001500,0.03110134284108048
PF00001503,0.0568419483520169
PF00001505,0.03513280949128584
PF00001508,0.031259244545313196
PF00001510,0.03786250762445017
PF00001511,0.031242523048629692
PF00001512,0.053068141307899976
PF00001515,0.03515036362128195
PF00001516,0.05719315320468417
PF00001519,0.05492265098470551
PF00001522,0.03135703927681202
PF00001529,0.032875183039936674
PF00001532,0.03280099832654443
PF00001535,0.031975890465804686
PF00001536,0.03188557725548961
PF00001537,0.03198484091987169
PF00001540,0.0531793983789373
PF00001541,0.033562074600866056
PF00001542,0.057390871764370556
PF00001547,0.03012510043450057
PF00001550,0.05698372485874152
PF00001553,0.0315458955167191
PF00001556,0.03258539651224123
PF00001561,0.05701836393766945
PF00001564,0.053020735713893825
PF00001565,0.03179807855058056
PF00001569,0.035394155846238215
PF00001572,0.057339801855752916
PF00001575,0.03565273780462879
PF00001578,0.03403058583841721
PF00001579,0.056870762405516286
PF00001583,0.0353068059136666
PF00001589,0.03598829688067575
PF00001590,0.055402231141881
PF00001592,0.03956094841710679
PF00001593,0.05832717243310165
PF00001597,0.036796084332034865
PF00001599,0.033298220992397605
PF00001614,0.035895010131262145
PF00001618,0.03568405798324393
PF00001619,0.03675305370159394
PF00001629,0.03625796821212188
PF00001626,0.03662833614444165
PF00001628,0.0371257695857577
PF00001631,0.05863082891803467
PF00001632,0.03701613951719008
PF00001633,0.03530086134210976
PF00001635,0.03706032355627011
PF00001642,0.0366950981220629
PF00001648,0.04129202770398489
PF00001654,0.03426602722012064
PF00001655,0.03982743443169135
PF00001656,0.0378423378929153
PF00001660,0.0365428080161449
PF00001661,0.05997086588729181
PF00001665,0.03568555589027387
PF00001667,0.05984263638248645
PF00001677,0.06144511662333888
PF00001682,0.040747864970997395
PF00001690,0.03886529922007847
PF00001693,0.040931104886160065
PF00001711,0.038952200416997665
PF00001712,0.04061231090828467
PF00001713,0.041646324404520076
PF00001714,0.04082449531216535
PF00001719,0.04113505064121508
PF00001728,0.04111049094516276
PF00001729,0.03793474734037141
PF00001731,0.06130667827467237
PF00001732,0.04152180808988684
PF00001745,0.04402026924164164
PF00001749,0.04496012017481604
PF00001751,0.0633473687803671
PF00001754,0.04432837746665079
PF00001756,0.04609192362583314
PF00001765,0.04420528907628723
PF00001767,0.04457744081637378
PF00001768,0.06513652571288343
PF00001770,0.04614063346793088
PF00001772,0.04188044435087532
PF00001774,0.04389499469916124
PF00001776,0.04326086044366955
PF00001779,0.06609938448074257
PF00001786,0.06773819613836966
PF00001787,0.04701874072739513
PF00001789,0.04348877231585682
PF00001792,0.04536487370607805
PF00001793,0.06522805747625743
PF00001797,0.04348129749056482
PF00001801,0.040331760889436144
PF00001805,0.04348380519049492
PF00001807,0.06525327682529468
PF00001808,0.04348380519049492
PF00001809,0.04395941451058353
PF00001813,0.04351958302256712
PF00001819,0.04395009982570969
PF00001820,0.04369718784417448
PF00001824,0.04622335423390148
PF00001834,0.043553483478726035
PF00001837,0.06727229688689652
